Pathway	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585104	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273
PWY-6823: molybdopterin biosynthesis	278.153	292.345	344.37	199.115	343.636	343.814	380.771	204.16	209.069	166.818	240.888	474.22	74.3055	41.3172	119.98	78.6324	197.527	0	634.572	385.492	290.041	377.336	448.703	173.113	281.149	335.966	365.794	561.317	82.2076	152.775	240.656	3.72222	70.7494	159.806	239.485	473.554	408.063	299.021	195.457	495.325	407.792	249.253	105.534	123.951	287.305	193.559	169.872	451.385	441.374	341.475	152.28	172.618	340.88	140.972	282.706	325.654	122.569	97.9945	162.197	201.227	554.489	378.697	482.624	505.569	94.0748	94.9512	31.4602	181.039	283.076	66.0597	210.777	249.304	311.589	187.268	240.188	148.514	265.71	295.351
PWY-6859: all-trans-farnesol biosynthesis	37.6151	49.5344	40.0233	68.0217	42.7332	37.3996	52.5067	1.41835	0	64.4258	6.04647	110.247	198.006	144.624	169.372	97.9965	68.0059	0	44.9633	132.143	150.784	108.256	26.8928	84.7341	2.42709	52.3546	57.0931	0	115.093	69.9208	4.40539	0	40.4371	0	0	0	10.6812	63.785	131.032	0	0	0	113.318	19.0706	10.155	109.623	90.065	22.3726	0	97.3217	64.5236	3.04624	2.99268	4.29909	10.863	3.11409	14.1906	115.043	61.169	46.9602	43.076	111.881	31.269	111.077	160.906	52.7173	92.6022	174.882	0	0	0	0	0	2.96069	4.86813	0	53.2364	38.6557
PWY-6876: isopropanol biosynthesis (engineered)	1.57717	0	0	8.03863	0	0	1.6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6665	0	0	2.28575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0794	0	0	0	0	0	0	0	0	2.03437	4.42895	3.72197	0	9.97233	1.52472	5.89872	0	0
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2148	0	0	41.5319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	197.395	250.174	202.701	182.261	13.4757	14.2123	414.453	211.718	193.318	191.341	177.838	337.761	215.808	147.899	307.44	172.675	122.291	0	590.831	500.37	14.2535	0	339.42	296.821	214.424	8.88253	31.3375	696.461	57.3871	342.861	126.939	36.0762	48.6579	315.01	250.049	647.59	354.366	438.623	429.394	554.878	368.984	478.163	264.06	117.992	354.1	298.489	216.198	437.286	319.543	327.612	175.905	160.591	198.083	153.433	268.739	148.362	122.855	102.053	16.0209	0	337.93	253.568	471.301	944.108	335.198	130.098	83.0247	0	617.343	39.8997	127.257	201.135	188.483	161.208	155.869	88.5657	216.985	210.463
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	76.6176	99.632	49.0482	105.186	41.6973	43.9662	24.4441	5.46423	0	0	44.6852	26.6027	0	0	0	11.5284	23.215	0	23.0218	32.163	42.9328	0	148.889	241.524	181.873	21.4239	90.4206	0	26.2227	188.044	8.4523	7.06226	52.7261	94.2509	60.8634	15.2643	107.895	220.987	128.982	55.4547	31.0246	84.0649	74.0477	38.883	6.88139	137.43	114.535	18.4134	48.0349	153.87	24.5699	11.0664	0	0	35.6805	3.12308	0	15.2947	0	0	43.4595	66.5312	0	0	175.558	2.84834	0	0	0	76	190.983	170.971	130.707	149.262	204.035	140.517	73.291	62.8792
PWY-6897: thiamine diphosphate salvage II	279.328	313.146	348.702	368.091	400.976	450.268	320.64	147.437	250.026	253.143	209.57	303.608	227.646	131.854	388.754	233.616	392.863	0	78.5263	162.049	300.458	298.878	373.858	296.099	295.495	439.329	403.36	387.73	270.788	162.073	299.835	42.5471	159.644	213.086	207.904	139.194	237.404	253.067	408.095	237.674	148.639	217.702	218.433	111.08	291.282	300.243	269.862	239.985	154.505	197.347	341.975	135.032	207.263	95.2429	186.393	282.329	164.427	278.976	263.963	331.165	350.053	340.876	218.431	136.482	188.209	307.55	234.271	163.19	112.17	427.921	276.447	221.683	233.078	331.372	321.895	328.169	315.642	309.032
PWY-6901: superpathway of glucose and xylose degradation	213.007	210.802	172.608	242.726	0	54.6966	141.809	229.265	381.132	231.383	268.334	208.31	244.196	181.606	405.428	261.157	320.724	0	213.854	224.065	90.9284	0	98.6132	169.864	40.8463	85.4171	69.2507	26.9305	179.151	309.012	24.4138	18.5416	128.429	190.439	157.106	77.303	72.5292	273.63	242.745	52.9049	88.463	177.65	255.306	66.1674	55.9682	195.616	172.437	90.8319	111.09	157.319	269.23	162.401	118.611	134.222	218.102	206.198	132.127	188.84	62.3853	105.223	93.3376	204.285	150.277	152.814	278.68	269.874	112.3	175.583	169.371	2.49228	30.474	82.3386	110.026	31.7019	23.1666	16.584	245.527	185.563
PWY-6902: chitin degradation II (Vibrio)	67.5227	71.3267	54.984	76.7289	0	0	24.221	10.6884	13.7242	15.099	22.2447	61.517	291.322	308.533	296.196	285.26	221.546	0	65.1292	83.5652	0	0	63.0717	192.181	15.7526	4.98747	1.88117	2.82403	222.216	1.86388	3.61278	0	194.473	16.9454	91.0012	0	16.6055	46.9801	268.978	7.22372	0	178.023	221.087	9.81263	4.28878	173.733	41.7735	2.67521	23.4307	52.0613	29.1634	6.59223	0	0	8.04467	2.58188	17.2892	66.8673	0	0	35.7803	89.8371	13.4555	32.0428	60.1488	233.213	264.636	63.7628	0	1.66343	7.16457	7.0381	9.45706	20.4704	12.4485	4.10076	118.781	73.1233
PWY-6906: chitin derivatives degradation	16.9366	19.1761	31.1933	31.9714	0	0	4.1444	0	0	0	0	15.7631	0	0	0	0	0	0	0	0	0	0	69.3917	89.0423	5.9239	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1611	0	0	0	37.389	0	0	19.5146	0	5.35097	0	30.8092	6.22226	0	0	0	0	0	3.32416	0	0	0	0	0	0	0	12.4354	0	0	0	0	0	0	0	0	13.3249	5.68104	0	43.5655	14.5408
PWY-6920: 6-gingerol analog biosynthesis (engineered)	1.24224	0.673601	0	0	0	0	0	0	1.99587	0	2.32127	5.10875	0	0	0	0	1.61902	0	5.08823	5.65577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798782	0.939321	0	0	0.716156	0.679089	0	0	0	0	1.30922	1.09163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407798	0.548882
PWY-6922: L-N&delta;-acetylornithine biosynthesis	2.42056	2.48083	3.36458	12.8027	0	0	0	0	0	15.848	0	0	0	0	0	2.43056	76.7072	0	0	0	0	0	4.12822	4.41688	0	23.8484	18.0443	0	0	2.14602	0	0	0	0	13.1488	2.20656	0	15.8328	0	0	0	0	0	0	0	4.3948	0	0	0	0	3.36335	0	0	0	0	0	16.73	10.6748	0	16.8181	0	0	0	0	109.601	0	0	0	0	0	0	0	0	0	0	0	1.28894	3.37477
PWY-6936: seleno-amino acid biosynthesis (plants)	249.897	290.255	261.666	120.893	585.442	646.756	582.213	280.647	360.916	191.039	306.284	326.138	131.283	92.298	126.286	115.356	497.033	1316.36	435.74	393.965	580.905	653.507	377.734	131.414	292.315	671.478	630.117	338.743	230.854	399.618	883.315	1597.51	17.6255	353.802	329.073	478.41	381.589	425.372	168.007	530.417	654.762	369.025	193.996	1290	716.33	108.076	133.851	430.387	366.89	244.748	213.67	244.411	280.236	222.577	370.132	314.6	147.772	283.676	478.467	559.303	343.691	179.747	461.008	917.006	269.812	40.8362	59.3615	188.616	411.341	63.341	238.787	342.206	395.747	238.301	237.443	128.291	219.114	264.562
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33061	0	0	0	0	0	0	3.31896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	0.713968	0	0	0.70566	0	0	0	0	0	0	0	0	0	0	0	3.97961	0	0	0	0	0	0	0	0	1.2468	0	0	0	7.65625	249.437	1.65217	0	0	96.1684	64.3914	0	0	143.875	0	0	10.2745	0	2.86978	6.27035	10.283	0	0	0	10.2528	0	0	0	0	0	0	0	0	0	0	8.55024	0	0	0	0	148.304	0	0	0	0	0	0	3.2036	2.803	2.69425	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	58.9716	62.8754	64.0865	73.5275	53.023	44.6318	29.8665	54.9699	45.9763	81.8139	38.2491	53.8653	29.9884	32.8904	26.5687	21.983	26.5053	0	87.2536	79.6311	89.9478	45.5313	54.5188	38.1589	91.5239	91.852	146.128	12.8772	89.7882	277.747	1.23725	0	45.9528	108.545	72.2803	36.9711	43.4303	170.919	115.711	13.7165	45.6451	39.3215	14.4185	0	12.0285	72.883	51.3538	12.4067	0	62.7592	147.706	21.3845	25.3365	25.2188	42.0294	27.6983	17.4461	105.309	66.7569	22.2617	44.4245	54.9852	54.9114	29.2368	172.403	3.26066	23.619	0	0	33.6053	77.347	69.7192	22.5174	74.7573	75.5706	68.3023	53.6646	62.207
"PWY-6992: 1,5-anhydrofructose degradation"	0	0	1.99161	8.90012	0	0	2.59865	0	0	0	0	0	0	0	0	0.767567	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0761	0	0	0	0	0	0	0	1.72652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7301	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7013: (S)-propane-1,2-diol degradation"	18.9341	29.1876	22.8364	26.7574	0	0	8.71514	22.1936	33.5179	29.8969	58.5261	33.2368	1.31474	7.22026	9.25174	13.0756	4.98588	0	173.306	48.355	64.5174	64.7541	9.49364	4.49453	27.5598	22.0234	11.8549	273.853	11.061	0.32185	69.2098	0	0	169.687	144.31	33.7278	15.1845	11.9385	9.34852	11.1137	27.2614	48.4351	0	6.78235	21.0848	22.8154	12.1783	228.405	79.8478	0	36.3608	42.0797	56.4509	25.7201	57.7614	43.6714	39.6185	14.9055	170.623	8.1066	24.5032	13.6628	14.4126	24.4774	0	6.65524	3.85058	0	74.3585	0.971992	10.8174	50.1285	12.6112	13.9052	15.8517	4.54735	11.639	22.3149
PWY-702: L-methionine biosynthesis II	131.585	115.131	79.5161	58.9401	435.28	495.018	164.15	182.037	196.49	77.0859	177.665	154.811	33.6577	23.5977	54.3915	48.2645	173.123	0	306.001	203.839	483.99	539.177	129.962	37.5637	61.6528	548.177	508.792	99.0518	28.7044	255.614	446.623	144.671	15.8015	164.052	156.114	313.899	155.241	327.929	67.8886	222.568	304.479	194.972	75.4178	828.89	398.257	38.8226	60.8825	255.916	191.417	147.924	92.3257	161.782	135.818	139.497	255.147	222.832	125.531	56.3243	350.024	517.415	196.219	83.91	230.086	201.905	158.152	27.3798	26.2395	0	304.107	8.32731	52.5544	90.3253	80.914	29.0056	46.2358	25.3314	81.9748	120.648
PWY-7031: protein N-glycosylation (bacterial)	0	0	0	0	5.60282	3.7676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55962	4.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7094: fatty acid salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407382	0	0	0	0	0	0	0	0	0	0	0	0	1.89633	57.5123	0	0	5.71519	51.2369	26.4999	0	0	96.1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400208	0	0	0	41.236	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	479.907	495.118	512.356	351.718	643.382	678.404	952.602	478.598	617.523	385.762	529.435	524.963	259.517	173.718	363.813	242.135	373.332	0	712.044	685.012	641.638	688.965	626.386	270.518	466.469	643.963	675.547	660.587	335.372	570.36	814.536	173.124	73.8678	457.148	452.292	843.814	595.789	774.561	439.931	680.915	808.394	538.483	249.909	1219.85	873.297	301.876	303.051	974.128	559.3	475.979	472.204	394.896	412.4	343.118	608.547	507.369	322.854	416.184	571.19	619.402	759.77	509.947	780.971	889.856	568.068	109.552	106.53	59.7158	671.734	495.096	381.723	455.721	482.351	452.539	448.38	402.343	421.196	455.435
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"	69.5991	65.0785	49.7327	56.1279	84.735	59.6397	17.7131	87.4747	71.2675	110.378	55.2652	51.5033	0	0	10.9393	11.6392	215.414	0	55.6491	101.688	125.892	123.819	51.3553	9.03829	45.4132	211.491	273.322	21.1758	19.2702	187.636	54.9017	7.13845	22.5223	137.724	89.5038	24.274	50.3666	120.441	25.8961	39.2446	41.7405	0	37.2678	10.3681	14.4682	8.72432	3.78804	47.14	20.8034	38.4325	135.119	37.7669	50.4933	30.3504	59.057	82.3347	68.6279	44.5994	196.957	177.219	71.1262	62.5281	86.0212	7.12675	67.3356	0	0	25.467	0	4.37353	26.8638	35.2755	48.2169	20.949	17.7603	29.6345	73.4801	59.1995
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	101.742	73.3723	47.6078	56.7127	222.146	234.118	19.6106	167.422	274.644	155.381	204.407	110.888	22.0759	31.164	48.0864	65.1155	285.66	0	168.069	147.065	231.917	247.586	52.8712	7.94221	15.0163	276.244	359.017	33.6349	16.2588	345.813	354.685	59.3027	25.7843	205.689	123.773	81.1251	79.5811	232.427	27.3265	82.9075	146.026	46.1903	59.0873	549.448	265.242	32.1259	20.1594	113.832	72.5779	81.7199	179.757	146.48	116.275	120.482	190.33	185.345	99.7584	57.3464	254.897	271.573	80.4693	54.6302	140.264	124.382	267.391	28.3395	42.8136	0	143.968	0	25.1834	64.9273	55.2982	7.27885	0	3.81286	88.85	74.6788
PWY-7118: chitin deacetylation	0	1.6267	0	4.9238	0	0	0	0	0	0	0	0	0	0	0	6.93392	0	0	0	0	0	0	0.537126	0	0	0	0	0	5.78443	249.204	0	0	4.00815	89.1769	51.0607	0	0	84.0215	0	0	0	0	0	0	0	0	0.727935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.6085	0	0	0	0	0	0	0.605646	0	0.656027	0	1.09899	0	0
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3052	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	5.30701	5.5317	4.33833	7.08412	17.8174	0	2.2472	0	0	2.56877	2.72574	0	0	0	0	12.9188	137.313	0	6.57473	0	0	0	37.742	15.1774	70.2899	0	3.60492	6.18882	94.3918	250.644	31.9088	0	26.4715	88.3241	110.248	0	0	133.99	0	46.7215	210.261	0	28.5114	523.338	235.53	21.448	9.16363	2.54317	30.0389	16.2935	1.59597	0	0	0	0	0	86.782	0	56.5991	100.399	6.26797	15.1173	0	6.12223	162.932	0	0	0	0	35.6237	75.823	59.2616	76.625	48.3084	66.1042	41.1645	5.42054	3.04783
PWY-7185: UTP and CTP dephosphorylation I	3.61054	3.78228	2.95567	4.8232	12.029	0	1.52577	0	0	1.71924	1.83051	0	0	0	0	1.32285	106.418	0	0	0	0	0	30.0849	10.5484	70.2279	0	2.40783	4.3228	4.67355	71.4466	21.4241	0	0	36.7616	75.6021	0	0	2.34616	0	34.6301	204.167	0	20.3665	236.475	192.002	15.2965	6.23429	1.71524	21.104	11.3816	1.06741	0	0	0	0	0	0	0	39.2558	70.0908	4.34065	10.6099	0	0	0	0	0	0	0	32.6478	73.967	47.6132	82.3353	43.1811	70.9958	37.4311	3.68684	2.06318
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	4.92825	8.33021	0	0	0	0	0	0	0	0	0	0	114.13	0	0	0	0	25.9057	0	0	0	60.4599	29.988	0	3.9636	167.831	0	0	0	59.6868	41.789	0	0	76.8379	0	0	0	0	13.5425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3299	26.4309	0	0	0	0	93.1632	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	7.01187	9.13823	0	0	0	0	0	8.48171	19.4926	4.47864	14.5435	43.7206	0	3.36381	14.5338	0	9.09204	0	72.8237	70.4843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9215	0	0	12.1787	8.13942	4.01867	0	0	0	0	2.83089	10.007	0	12.5023	10.5533	0	0	0	0	0	17.3433	16.3483	51.4654	10.0062	0	6.13562	15.7997	0	0	0	0	0	0	0	0	0	0	7.10737
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	114.829	98.1034	88.5911	141.143	416.383	461.07	64.5484	209.258	180.528	252.501	179.102	162.584	118.091	78.9304	132.476	75.4792	280.343	0	155.168	159.272	382.954	363.91	106.267	160.647	115.882	474.073	505.255	113.714	170.986	179.591	338.691	86.5913	150.272	119.01	145.346	72.8396	287.082	119.616	176.861	220.757	207.637	272.613	111.613	544.509	262.452	110.491	139.925	103.657	249.411	149.619	209.05	190.659	272.536	162.094	183.399	209.705	133.28	251.883	381.172	431.791	69.2636	108.351	96.4511	172.04	143.623	68.8351	115.259	149.617	114.527	53.1565	124.38	159.041	129.969	104.666	98.6266	83.7551	120.01	90.2857
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	101.34	77.7354	54.3309	64.6303	364.289	311.113	42.4409	192.664	206.782	173.13	194.371	22.4451	4.63839	0	9.11541	9.96498	112.311	0	133.88	81.1241	344.419	310.38	31.3124	11.9806	90.2258	273.952	198.467	27.0999	7.5598	73.263	25.2205	20.8773	9.04079	85.9591	120.715	48.6668	0	37.2721	12.1594	38.4635	203.72	0	22.5583	483.607	218.947	16.9897	7.17015	12.8116	44.0998	18.7846	192.172	154.636	122.297	112.745	184.171	200.455	116.209	90.7396	196.632	246.371	41.5405	29.461	98.4832	14.8607	57.6383	13.6705	14.972	0	99.6008	29.5879	83.2049	113.532	115.529	47.3361	60.3017	42.9543	86.8827	77.7635
PWY-7199: pyrimidine deoxyribonucleosides salvage	373.709	389.302	398.837	422.948	454.472	534.622	220.626	127.915	125.575	222.152	138.253	363.998	490.075	592.553	510.102	541.864	506.89	0	201.405	289.068	349.06	375.292	406.904	417.151	392.169	455.416	412.438	331.986	414.296	206.6	457.581	227.441	330.518	226.976	266.97	402.838	249.437	172.908	450.553	326.653	295.332	204.027	401.624	886.405	428.894	376.811	329.574	532.634	203.438	333.411	272.037	102.334	73.839	69.4657	143.815	114.387	142.258	262.544	271.484	586.779	400.135	419.39	196.114	196.376	254.667	544.819	528.373	544.685	169.141	386.109	390.039	392.376	441.285	384.684	419.217	400.66	399.769	380.054
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	7.37499	12.9705	0	13.2537	276.085	280.967	0	3.37072	0	103.639	0	0	0	0	0	0	0	0	0	0	199.207	163.68	0	0	0	102.77	138.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.1808	0	0	0	0	0	23.3583	79.2761	78.665	148.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52884	5.99554
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0	1.69928	0	0	3.46212	0	0	1.59697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74623	17.1801	0	4.1194	156.669	0	0	4.19371	36.0625	30.6892	0	0	75.3304	0	0	0	0	0	0	0	0	0	0	0	0	1.08373	0	0	0	0	0	0	0	0	11.5964	0	0	0	0	65.505	0	0	0	0	0	0	0	0	0	0	0	0	3.64774
PWY-7208: superpathway of pyrimidine nucleobases salvage	170.365	148.245	135.832	205.494	521.42	579.619	123.321	280.838	243.479	330.414	248.394	265.006	163.018	127.302	295.854	196.276	481.64	0	223.429	238.176	467.947	458.602	151.509	198.88	170.713	584.244	583.671	168.927	336.453	235.535	449.388	126.278	205.865	169.605	203.396	199.187	374.683	164.392	296.826	313.36	294.245	394.795	266.365	680.655	350.451	219.837	268.648	149.947	335.268	232.63	279.544	251.209	330.716	209.197	256.552	274.538	178.972	339.443	444.981	568.245	109.131	234.136	164.75	427.579	206.553	193.054	294.938	314.895	167.21	186.243	187.327	232.212	189.862	160.171	148.891	127.78	177.936	136.274
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	36.2023	25.5244	14.7746	12.8804	0	0	4.96888	72.1331	63.5714	47.7301	54.2034	8.93689	0	0	4.17259	0	3.23701	0	31.6842	26.7021	0	0	0	0	0	0	0	9.22188	2.03863	68.0294	0	0	0	47.6959	31.8666	0	0	9.67191	0	0	0	0	0	0	0	0	0	0	0	0	60.9658	48.4543	31.4035	36.322	76.8839	36.3461	27.299	15.8759	0	0	3.46418	5.86229	22.3854	0	0	13.9387	3.18833	0	0	0	1.29481	15.3941	19.7287	0	0	0	27.3423	30.1301
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	5.8575	6.09326	4.78322	7.80204	19.6732	0	2.47879	0	0	2.84996	3.02279	0	0	0	0	2.17954	140.845	0	0	0	0	0	39.8882	16.5974	71.7741	0	4.00109	6.81737	7.64978	91.9753	35.0573	0	0	48.2785	89.2095	0	0	3.84558	0	50.3411	206.014	0	30.1808	498.963	232.595	22.9627	10.062	2.81571	32.9275	17.7681	1.77131	0	0	0	0	0	0	0	61.969	106.679	6.86307	16.3699	0	0	0	0	0	0	0	35.1768	76.7714	62.2766	78.2067	50.1803	66.7956	42.6566	5.97997	3.36981
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	10.1377	10.6222	8.28548	13.3003	0	0	4.28301	0	0	4.58747	5.32318	0	0	0	0	16.9995	51.9178	0	12.7544	0	0	0	55.177	20.5983	55.7256	0	5.79691	11.3027	24.7105	133.628	20.7421	0	0	87.3723	110.847	0	0	160.863	0	70.6505	162.53	0	39.5375	78.1517	44.5781	33.5793	15.7807	4.92868	46.0796	16.9807	3.09694	0	0	0	0	0	76.222	0	45.698	0	11.5503	24.7877	0	10.4769	5.23025	0	0	0	0	8.9374	63.5698	75.6097	70.666	50.2862	52.5156	47.4851	10.2237	5.92648
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	127.285	110.403	102.999	177.388	525.232	568.938	79.3103	199.451	154.313	297.318	168.059	217.01	639.273	758.79	704.598	697.141	556.014	0	168.687	187.477	461.216	440.685	114.205	198.671	107.334	584.399	628.765	59.2153	497.162	279.702	386.093	99.3147	573.879	130.822	163.948	69.5118	280.464	138.063	284.914	185.337	213.016	230.731	353.742	647.038	285.196	228.401	303.912	98.1978	238.765	195.398	228.775	178.756	264.912	132.74	177.053	206.924	142.581	305.586	469.656	553.914	83.1502	201.622	101.388	168.996	264.045	680.225	652.06	310.691	127.853	120.085	123.554	156.044	85.5709	105.517	94.2705	85.2472	139.722	99.732
PWY-7221: guanosine ribonucleotides de novo biosynthesis	633.124	640.291	632.518	636.771	652.056	762.133	689.536	500.748	670.271	495.97	586.849	614.538	598.754	669.525	780.035	646.76	654.582	1132.35	609.151	626.658	674.283	666.253	579.759	479.696	650.366	739.33	707.807	678.052	484.517	338.641	770.075	1616.36	496.724	498.079	571.981	631.002	493.442	400.993	605.396	614.223	547.034	485.389	503.398	930.703	613.914	481.44	440.354	510.107	425.781	461.067	570.341	434.408	497.762	386.42	612.746	593.681	362.121	520.086	528.571	684.554	581.812	599.206	599.895	736	345.094	629.943	617.535	671.073	464.211	913.351	602.998	555.887	616.734	675.762	648.287	673.403	614.836	645.306
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	127.285	110.403	102.999	177.388	525.232	568.938	79.3103	199.451	154.313	297.318	168.059	217.01	639.273	758.79	704.598	697.141	556.014	0	168.687	187.477	461.216	440.685	114.205	198.671	107.334	584.399	628.765	59.2153	497.162	279.702	386.093	99.3147	573.879	130.822	163.948	69.5118	280.464	138.063	284.914	185.337	213.016	230.731	353.742	647.038	285.196	228.401	303.912	98.1978	238.765	195.398	228.775	178.756	264.912	132.74	177.053	206.924	142.581	305.586	469.656	553.914	83.1502	201.622	101.388	168.996	264.045	680.225	652.06	310.691	127.853	120.085	123.554	156.044	85.5709	105.517	94.2705	85.2472	139.722	99.732
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	213.179	189.163	177.875	279.094	603.763	664.264	143.064	288.365	253.305	377.22	262.782	325.71	632.993	722.375	756.054	686.422	607.383	0	269.039	291.796	552.818	541.454	192.018	285.492	185.245	663.338	675.926	169.183	510.696	317.163	517.861	187.827	531.996	208.539	257.453	125.954	364.177	207.483	394.683	301.718	311.474	365.442	423.378	777.209	395.433	313.398	365.276	167.382	316.601	277.152	329.206	254.901	348.226	209.424	276.172	309.329	206.836	390.937	509.303	627.94	146.09	304.847	174.945	276.865	304.969	671.572	651.038	435.217	203.136	213.368	206.176	245.778	183.166	183.064	165.009	151.943	229.208	173.683
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	338.151	306.956	295.365	429.939	795.784	830.212	221.911	377.771	334.41	453.271	352.343	440.266	667.423	739.028	835.412	720.49	700.348	0	397.984	420.345	731.175	725.278	304.711	395.764	271.788	791.506	811.852	169.358	597.242	330.973	672.802	318.789	467.013	300.706	370.919	194.485	471.633	331.198	544.895	380.162	474.809	411.41	460.906	872.498	515.675	432.301	459.498	250.792	431.192	381.683	440.319	320.027	423.944	251.437	380.076	400.998	280.018	506.434	568.206	703.302	252.583	446.286	282.247	403.284	367.786	660.738	710.455	575.257	321.519	287.874	294.767	359.829	227.19	264.655	242.526	224.139	356.727	282.502
