Pathway	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	0	0	0	63.053	48.753	41.4855	61.5438	68.7427	59.1309	69.0782	8.26751	0	0	0	29.8632	44.7653	0	18.4848	0	0	0	60.9828	64.0309	30.4161	50.0633	41.6702	43.4183	37.9509	4.59252	1.84238	0	22.932	34.0305	0	0	0	0	16.3499	23.6249	65.2906	23.9438	24.406	18.7932	14.7277	0	16.3646	0	52.3729	0	0	0	0	0	0	38.2818	33.5327	63.7726	49.6759	33.5031	33.2925	39.0011	22.565	15.5295	162.867	234.234	237.488	0	0	179.938	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	0	0	54.2545	30.9406	53.3554	47.0053	28.159	21.8437	38.0786	25.2806	0	0	0	0	0	0	51.3962	0	0	0	20.4065	36.7199	11.7026	16.3585	34.2202	22.4505	24.9493	14.669	6.00181	0	40.8643	72.69	0	0	0	0	8.11735	4.00629	21.3381	13.3313	6.94953	5.93579	7.39928	0	44.3222	0	0	0	0	0	0	0	0	20.8619	19.5305	88.0178	40.9997	25.1969	25.4704	36.1796	52.3396	27.8845	142.393	165.721	104.035	0	0	149.787	0
PWY-6897: thiamine diphosphate salvage II	93.1499	0	0	226.482	209.346	185.868	222.207	236.601	210.638	228.708	181.779	0	120.377	59.9269	116.446	141.756	128.167	172.059	35.414	0	0	188.149	185.916	156.454	181.003	154.416	72.3663	65.8962	153.924	114.988	120.22	85.9619	118.81	151.159	58.056	55.3838	31.1807	59.1937	77.2241	242.808	79.9687	75.776	84.1104	49.1084	140.261	198.222	0	212.184	0	0	58.0841	26.5836	0	0	176.791	140.179	214.44	148.963	123.087	137.706	155.245	194.697	205.437	147.613	156.215	126.566	88.4055	77.7021	201.314	92.0342
PWY-6901: superpathway of glucose and xylose degradation	0	0	0	43.1008	38.4467	39.9854	45.2008	33.9388	38.2503	39.3314	114.378	0	0	92.7226	0	0	37.126	71.6867	0	0	0	18.5658	35.8217	22.96	21.2069	22.7498	32.8412	41.0364	191.716	149.066	85.0161	122.88	0	134.77	136.344	232.754	0	5.35089	6.39415	26.3342	8.0152	3.99773	10.7235	13.6703	156.66	276.244	0	28.4428	0	0	0	55.8639	0	0	50.2355	48.5562	57.1191	70.3336	51.2336	45.8546	57.8437	252.077	256.924	186.423	193.416	241.381	0	52.9548	307.916	0
PWY-6902: chitin degradation II (Vibrio)	0	0	0	2.15888	1.05474	1.13408	1.26561	0.526873	1.64873	0.936061	0	0	0	0	0	0	0	0	0	0	0	11.686	14.3673	18.9268	11.0981	21.1664	38.7441	41.6519	0	0	38.8342	0	0	0	0	0	0	2.71367	2.42708	1.56103	1.95678	2.46275	2.68371	2.5629	0	0	0	0	0	0	0	0	0	0	4.51673	4.71519	0.593814	4.30788	4.59017	4.3182	7.96557	0	0.880848	0	0	2.88925	0	0	0	0
PWY-6906: chitin derivatives degradation	0	0	0	3.48067	3.39006	2.9413	3.95503	3.65917	2.74536	4.11265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428332	1.5097	0	2.04943	0	0.952427	0.666811	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	0.229918	0.360356	0.196889	0.508903	0.600851	1.34819	36.1206	0	0	0	0	0	0	44.7796	0	0	0	0	0.416488	0	0	0	0	0	14.4446	25.9872	0	11.6147	0	36.3309	0	33.1153	0	0	0	0.478607	0	0	0	0	24.7869	8.57491	0	0	0	0	0	0	0	0	1.14812	1.30469	0.462752	1.64833	2.50625	1.47764	1.31917	5.15394	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	0	57.5092	60.5957	393.6	499.266	281.418	451.787	473.962	392.336	415.165	387.739	168.474	270.281	172.554	296.99	277.603	289.678	347.592	80.7336	64.6618	106.564	189.862	280.71	128.305	210.176	178.87	84.7596	170.651	367.111	259.151	226.859	169.716	134.04	328.593	194.037	176.381	69.8667	288.912	307.76	273.476	302.802	312.106	322.906	280.849	354.361	617.409	0	276.183	0	0	98.5285	95.9827	0	60.9017	231.964	219.628	201.495	236.836	268.893	264.396	244.038	583.211	650.762	341.088	329.239	309.531	279.243	267.813	445.091	428.626
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0.191815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690524	0.56744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246256	0	0	0	0	0	0	0	0	0	0	0
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	0	0	0	0.929458	0.946098	1.77133	1.41572	0.290851	0.906399	1.62152	2.34993	0	0	0	0	0	0	1.85123	0	0	0	0.903412	1.94313	0.640512	1.174	1.8585	1.23225	0.864908	17.0206	10.6492	0	0	0	0	0	0	0	0.273321	0	3.12644	0.368024	0.44325	0.503495	0	25.8877	94.3182	0	4.23411	0	0	0	0	0	0	0.457111	0	0.391544	2.1865	1.38118	1.01254	1.40943	0	6.2379	0	0	0	0	0	0	21.721
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0	0	0	71.5348	69.1856	72.9238	74.1422	59.4701	64.1962	73.6792	211.231	0	0	30.5368	44.3919	27.1108	0	154.983	0	0	41.0839	89.8816	85.4751	67.5986	91.5679	79.1652	37.7284	47.247	78.1458	78.2827	0	52.9126	0	85.3327	0	0	0	47.6894	29.7907	54.0498	26.8184	37.7472	32.351	38.2403	81.2961	9.37217	0	36.6402	0	0	0	59.8166	0	0	90.0181	77.7831	62.5154	76.0741	124.201	137.232	74.5784	3.52863	16.8871	20.9644	0	23.2246	45.2593	35.6227	19.365	49.2564
"PWY-6992: 1,5-anhydrofructose degradation"	0	0	0	0	0	0	0	0	0	0.117883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42448	0	0	0.926943	0	0	0	0	8.11784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7000: kanamycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443247	0	0	0	0	0.220232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7013: (S)-propane-1,2-diol degradation"	0	0	0	12.1961	12.0088	6.40185	11.1501	8.78471	10.0073	15.8135	81.9509	81.5655	7.67489	35.466	0	0	0	158.833	0	0	0	7.12251	11.7851	4.53441	3.63481	5.97501	2.48289	4.31709	32.0332	31.686	0	4.89254	0	100.069	0	0	22.73	2.62216	9.90004	9.35456	10.3842	11.7887	7.17455	10.2686	42.9368	67.6995	0	11.3662	0	0	0	0	0	0	9.21672	6.08149	7.60645	10.9764	10.5207	6.99967	13.7875	52.5397	53.1001	23.8178	0	5.3729	0	15.4176	42.9812	35.0197
PWY-702: L-methionine biosynthesis II	0	0	0	24.9092	22.8543	24.9519	27.3678	22.543	23.3557	28.1655	264.268	97.2577	0	109.839	0	79.0068	19.9444	242.287	125.268	0	0	23.6663	30.5927	18.5553	19.5442	23.8605	13.9338	13.2342	251.659	164.047	166.721	135.484	71.9789	289.874	57.3213	131.517	0	5.50244	18.6863	28.5169	21.1692	17.9148	18.1476	20.4945	274.927	523.768	0	20.5157	0	0	0	68.0265	0	0	34.7329	25.1133	37.1252	37.7895	28.5414	27.4325	36.5722	403.843	459.839	135.977	92.5552	54.6256	0	0	199.743	186.439
PWY-7031: protein N-glycosylation (bacterial)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	0	0	0	0	0	0	0	0	0	0	1.9713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99559	0	0	0	0	0	0	0
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.810763	0.699313	0	0	0	0	0	1.901	0	0	0	1.41149	0	0	0.237922	0.902785	0.156542	1.11056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7094: fatty acid salvage	0	0	0	0	0	0	0	0	0	0.260799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59319	1.56276	1.47258	2.38609	2.06303	2.83495	3.37456	0	2.03065	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0	0	0	181.461	145.111	205.19	172.455	165.315	141.777	169.955	404.376	140.402	35.5864	199.637	71.5054	30.2068	55.6285	407.585	190.594	0	0	206.413	229.243	141.848	165.93	166.695	109.478	121.103	396.877	296.374	382.714	244.707	146.496	414.041	112.214	126.725	152.639	76.4204	100.979	249.043	104.811	105.068	99.3202	85.8413	376.039	600.887	0	214.664	45.563	0	75.5453	79.226	0	0	146.014	124.465	199.066	159.844	125.592	122.362	141.576	478.496	512.291	266.058	253.816	194.685	57.0051	57.2659	301.47	329.335
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"	0	0	0	50.9756	35.8686	33.4341	42.4068	49.4178	40.7627	39.4382	177.422	94.5224	26.5566	57.1536	0	38.3375	27.1622	176.334	0	0	0	21.5463	59.5162	24.5884	22.0423	21.9829	12.1739	19.4237	221.936	142.556	0	41.9233	25.7172	81.5973	78.5373	118.224	0	10.372	9.17117	32.7341	9.38561	17.0578	17.2173	18.8204	103.916	247.958	0	16.4528	0	0	0	57.8202	0	0	19.2037	16.4375	25.4314	27.5614	21.4888	21.6446	27.4814	175.074	170.551	0	50.1327	12.1034	34.4453	0	27.0634	141.104
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	0	0	0	101.554	91.3763	78.3579	63.2985	91.6052	46.4901	41.9066	309.703	363.994	46.7047	102.714	57.438	48.0095	43.5815	266.965	123.406	0	24.9717	16.8443	91.7812	28.4507	18.1369	18.9804	10.9453	28.7857	333.599	249.069	170.035	110.239	49.9219	180.159	109.251	153.654	56.6408	31.5875	7.41268	27.8615	7.33548	25.5053	17.1948	29.3249	213.076	375.138	0	11.7113	0	0	0	111.797	0	0	17.9392	17.5628	32.371	27.3568	22.0678	19.3428	23.3229	371.892	383.837	123.09	145.687	155.432	30.6173	46.1302	160.682	176.219
PWY-7118: chitin deacetylation	0	0	0	0	0.16533	0.232082	0.42137	0.197102	0.63806	1.53824	29.5291	0	0	0	0	0	0	14.1982	26.2997	0	0	1.0001	0.925878	0.395206	0	0.650877	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315609	0	0	0	0	0	11.8719	0	0	0	0	0	0	0	0	3.81994	2.22889	2.49379	4.07752	4.28931	4.06733	5.48248	2.64762	4.0105	6.02564	0	0	0	0	0	0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75524	1.25278	1.3572	2.22492	2.11403	2.58733	3.17825	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	0	0	0.863602	1.03889	0.508384	1.67255	1.78794	0.963802	1.93767	7.26044	0	0	47.0763	0	0	0	3.18426	0	0	0	5.83472	5.94481	9.30768	5.55237	5.75373	11.0852	4.64506	45.8516	7.07832	0	0	0	21.6779	0	44.0921	0	0	0	7.67716	3.6743	0	1.21175	1.01622	16.3651	81.603	0	6.92855	0	0	0	0	0	0	9.43511	6.12568	20.745	19.3911	16.012	13.5061	21.1731	150.263	181.704	110.184	131.974	120.359	0	53.9526	136.498	0
PWY-7185: UTP and CTP dephosphorylation I	0	0	0	0.421027	0.694173	0	0.381614	0.551079	0.644826	1.30041	4.87457	0	0	0	0	0	0	0	0	0	0	3.98709	4.02036	6.40958	3.77481	3.91467	7.78487	3.15104	0	0	0	0	0	0	0	0	0	0	0	5.31882	2.49138	0	0.812352	0.680731	0	0	0	0	0	0	0	0	0	0	6.48576	4.15885	9.56857	11.0081	11.0838	6.83167	11.5095	121.696	128.317	93.7882	109.509	41.8473	0	0	151.003	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	1.00819	1.26584	2.16461	1.67081	1.7038	1.56153	1.15764	14.9783	0	0	0	0	0	0	12.0909	0	0	0	0.477046	1.09254	0.503943	0.431516	0	0	0	34.2042	19.5904	0	22.4769	0	15.5529	35.4439	52.2534	0	0	0	0.794053	0	0	0.520674	0	12.8954	72.1468	0	5.2038	0	0	0	0	0	0	4.66792	3.87231	7.79975	8.71062	4.92528	6.72887	10.6379	44.2461	43.1135	0	0	0	0	0	24.1864	29.7866
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	105.833	0	39.5999	202.814	203.72	229.025	173.548	164.94	139.654	157.295	287.716	57.6049	128.434	188.704	33.7317	170.482	121.383	208.35	30.0626	77.4343	44.2631	120.972	182.561	141.512	141.119	132.514	107.008	104.082	306.584	228.782	93.0218	124.574	135.89	203.342	176.353	137.674	171.008	136.204	125.935	90.9898	124.013	122.108	114.96	105.507	256.56	350.805	0	66.9485	36.1138	0	191.759	102.064	61.9035	87.2808	138.769	155.424	142.382	153.454	153.026	141.526	148.021	237.728	265.979	135.991	159.273	188.297	44.4041	131.348	103.409	216.411
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	0	0	54.2695	54.7294	206.139	51.6043	34.8088	31.1057	27.5983	127.845	0	47.4203	0	46.7998	72.9047	39.1246	87.2377	29.2149	0	0	26.2209	59.9883	56.8815	26.3653	30.0568	35.3123	53.6444	86.8343	86.7461	30.398	0	0	163.096	0	0	0	153.07	75.5753	102.191	54.7329	75.5986	48.5465	35.704	196.955	59.4641	0	37.1706	36.4107	0	0	89.836	0	0	72.1944	57.5607	84.97	57.4572	19.2091	25.4009	21.3494	128.062	138.387	99.6839	119.823	58.1556	34.1626	63.164	134.462	0
PWY-7199: pyrimidine deoxyribonucleosides salvage	0	69.6335	60.3179	328.524	304.711	272.624	324.68	307.801	363.304	346.78	370.364	0	152.293	118.989	145.802	149.134	186.675	390.926	46.7181	0	228.014	338.001	311.013	355.794	323.046	347.993	469.995	465.387	299.813	327.315	344.718	226.761	220.668	397.553	190.217	154.429	61.2973	305.439	317.222	322.006	316.045	314.52	331.851	378.224	344.797	495.331	0	269.5	0	0	87.4145	0	0	210.088	280.992	268.297	280.477	297.374	264.603	302.168	316.286	369.983	423.646	298.987	304.568	301.111	30.8857	201.013	291.614	71.6804
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	0	0	0	0	0	0	0	0	0	205.037	0	0	133.608	0	0	0	234.112	0	0	0	0	0	0	0	0	0	0	146.379	123.137	0	0	0	146.786	124.57	0	0	0	0	0	0	0	0	0	21.9762	42.7703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8645	43.7156	0	0	0	0	0	0	0
PWY-7204: pyridoxal 5-phosphate salvage II (plants)	0	0	0	0	0	0	0	0	0	0.213268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85321	22.7978	0	0	0	0	0	0	0	0	0.5203	0	0	0.278752	1.28193	0	1.45015	3.6689	7.40067	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	122.132	88.9153	109.012	269.148	270.867	301.39	236.419	223.385	193.043	216.811	368.217	187.576	171.216	218.958	48.7545	216.313	164.555	294.568	41.0133	132.792	63.5837	184.658	250.781	205.479	209.64	197.583	150.631	146.403	418.024	299.121	133.529	185.755	173.827	271.344	259.22	228.125	175.423	186.661	175.393	130.382	173.717	170.218	160.481	149.899	325.054	453.189	0	98.0096	54.3657	0	134.076	151.506	69.2684	109.551	193.822	213.108	205.605	213.688	210.823	197.576	206.196	325.38	360.651	188.973	225.562	265.686	64.495	162.928	146.629	278.28
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0	0	0	2.51938	1.10274	1.15156	0.927053	1.12643	0.397015	2.44037	0	0	0	0	0	0	0	0	0	0	0	0	2.08997	0	0	0	1.06636	0.826332	0	0	0	0	0	0	0	0	0	1.64897	1.5846	0	2.34783	1.62961	1.53371	1.81263	0	0	0	0	0	0	0	0	0	0	1.91952	2.06062	0.733125	2.02553	2.62011	1.27318	2.8343	0.339242	0	0	0	0	0	0	0	0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0	0	0	0.700437	1.15352	0	0.634721	0.915626	1.06984	2.14922	8.03539	0	0	0	0	0	0	0	0	0	0	6.43414	6.57567	10.2399	6.13131	6.34973	12.1366	5.12857	0	0	0	0	0	0	0	0	0	0	0	8.42566	4.06569	0	1.34442	1.1276	0	0	0	0	0	0	0	0	0	0	10.3816	6.7681	15.0017	17.2746	17.5197	10.9731	17.7935	151.744	164.92	111.028	130.184	74.6663	0	0	155.903	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0	0	0	1.70058	2.03227	1.00641	3.24516	3.41485	1.89267	3.74187	13.5123	0	0	39.0176	0	0	0	6.25248	0	0	0	10.1041	10.6608	15.0545	9.64107	10.2526	17.3766	8.15276	35.1621	0	0	0	0	37.5428	0	0	0	0	0	12.6929	5.49495	0	2.1611	1.83648	26.5571	33.4169	0	11.3872	0	0	0	0	0	0	15.199	10.6955	21.0497	29.2173	25.3119	21.1399	28.1814	178.678	197.583	92.9131	138.516	72.6304	0	0	160.108	0
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	6.7032	0	0	0	0	0	0	0	0	0	0	0	0.271304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29092	5.44901	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	250.925	85.7466	87.3463	194.28	188.868	244.9	156.466	152.424	125.867	135.486	374.967	404.799	121.076	219.853	36.7419	163.266	117.504	279.717	34.3456	107.339	48.4007	126.24	189.37	146.051	149.255	145.549	92.2834	105.722	458.893	309.029	112.839	155.028	146.364	259.613	249.031	220.103	254.03	140.225	98.7612	96.1944	86.4313	111.761	92.9042	92.7517	312.787	432.857	0	59.781	35.4066	0	209.744	171.253	62.091	68.265	144.263	146.463	151.61	150.783	156.256	151.456	125.765	276.896	311.402	148.627	175.306	213.291	42.7379	130.582	115.158	282.232
PWY-7221: guanosine ribonucleotides de novo biosynthesis	143.287	124.348	383.996	664.336	693.876	583.944	689.621	699.301	665.96	688.546	573.438	122.141	445.2	264.885	417.574	450.346	470.052	588.464	147.017	128.959	341.613	611.128	601.957	570.969	593.241	569.846	556.808	557.197	536.824	476.952	390.441	324.504	310.699	521.099	253.199	416.283	211.208	489.381	501.094	634.682	502.928	498.149	510.392	526.767	543.817	681.934	0	541.738	51.1319	0	179.43	204.548	70.6835	279.548	535.028	455.484	599.753	501.86	437.997	488.399	498.463	653.835	725.546	470.939	530.565	544.948	304.461	356.673	599.494	275.237
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	250.925	85.7466	87.3463	194.28	188.868	244.9	156.466	152.424	125.867	135.486	374.967	404.799	121.076	219.853	36.7419	163.266	117.504	279.717	34.3456	107.339	48.4007	126.24	189.37	146.051	149.255	145.549	92.2834	105.722	458.893	309.029	112.839	155.028	146.364	259.613	249.031	220.103	254.03	140.225	98.7612	96.1944	86.4313	111.761	92.9042	92.7517	312.787	432.857	0	59.781	35.4066	0	209.744	171.253	62.091	68.265	144.263	146.463	151.61	150.783	156.256	151.456	125.765	276.896	311.402	148.627	175.306	213.291	42.7379	130.582	115.158	282.232
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	176.613	106.948	143.284	302.314	298.413	349.954	256.109	251.139	212.44	227.176	460.82	160.94	191.122	249.411	67.6935	242.705	188.666	384.4	55.9522	124.659	84.9094	209.909	288.894	233.57	239.371	233.253	158.95	178.695	511.454	383.508	175.78	210.372	200.177	349.667	268.399	296.824	227.692	220.563	172.563	167.594	171.956	183.604	160.039	158.923	401.548	538.47	0	107.837	43.7305	0	188.585	193.502	68.8742	123.37	228.368	223.606	242.718	233.022	233.909	234.044	207.936	392.57	439.523	228.434	266.033	307.784	75.6345	191.52	193.918	290.63
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0	0	155.553	411.825	411.454	508.264	353.402	348.903	297.666	309.098	608.037	187.877	252.733	279.658	118.742	318.937	259.195	548.213	94.1492	136.839	130.435	291.642	393.499	318.044	321.85	324.102	224.065	274.768	660.355	500.211	256.023	297.341	246.454	494.927	351.784	397.214	184.074	344.612	233.187	266.789	213.452	266.462	219.994	228.909	543.102	714.094	0	158.237	0	0	194.106	300.491	0	140.015	318.701	300.849	333.552	317.075	322.987	333.054	269.89	570.149	624.454	323.863	361.138	423.342	115.408	261.947	306.786	364.497
PWY-7234: inosine-5-phosphate biosynthesis III	0	0	0	26.7207	18.5189	23.9239	25.0883	20.1064	21.6014	24.6758	336.412	63.9093	0	70.535	0	0	0	272.828	164.187	0	0	14.8866	17.2171	15.1574	16.8476	18.6246	30.7783	24.1971	312.017	223.786	160.496	73.8353	56.8905	312.626	0	169.737	146.071	9.91963	15.1408	34.3453	13.5227	13.8965	12.047	12.9023	230.84	464.725	0	15.1578	0	0	0	38.4775	0	0	37.8497	42.9173	52.7334	65.1486	42.5878	48.0103	38.1402	573.216	622.335	240.875	269.808	350.094	0	37.6504	374.572	186.826
"PWY-7237: myo-, chiro- and scyllo-inositol degradation"	0	0	0	178.68	130.634	142.335	163.323	0	179.849	181.433	0	0	0	0	0	0	0	0	0	0	0	242.627	189.207	174.405	204.413	179.933	52.6527	38.5572	0	0	0	0	0	0	0	0	0	24.5158	40.7317	226.459	47.0958	46.8358	49.235	40.9797	20.7455	14.4335	0	221.044	0	0	0	0	0	0	172.644	111.411	243.673	132.772	84.2236	120.419	119.051	88.9229	54.8428	0	0	0	0	0	0	0
PWY-7238: sucrose biosynthesis II	0	0	0	440.322	518.867	327.02	503.633	499.792	452.394	506.969	383.212	81.0914	203.837	223.789	228.021	268.068	231.073	420.893	97.2875	0	140.458	330.093	393.324	278.657	308.076	299.206	435.825	420.481	357.631	260.947	216.509	239.873	177	414.808	284.975	290.247	56.1055	406.22	519.092	437.012	521.535	504.237	533.102	545.647	449.106	701.293	0	395.045	64.6761	0	105.886	72.3256	0	127.992	281.263	305.143	243.467	335.896	341.102	307.367	361.655	400.346	482.694	296.569	287.263	224.984	198.174	138.577	277.558	264.862
PWY-7242: D-fructuronate degradation	0	0	0	21.1428	16.2988	34.0542	19.9238	14.8375	20.4245	25.296	0	0	14.2478	0	0	17.951	0	4.98629	0	0	0	16.6802	16.8596	17.0086	13.6165	20.2501	34.7872	28.7184	16.8269	9.30551	20.3341	5.4134	0	11.576	0	0	0	9.28781	9.73964	39.9473	9.18596	6.94681	6.70446	8.94087	18.5887	29.5284	0	26.331	0	0	0	0	0	0	17.5965	15.0536	21.8155	19.8393	16.3614	14.3423	18.4616	12.9321	13.6186	7.78914	0	0	0	15.0664	0	0
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12489	0.808318	1.56583	1.2845	0.788831	1.48478	2.30728	0	0	0	0	0	0	0	0	0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	0	0	0	435.843	445.717	454.038	438.738	453.25	396.979	417.657	243.941	0	292.025	148.222	279.215	306.87	306.213	268.989	152.525	0	97.6598	244.321	359.637	240.688	236.804	239.895	238.851	249.659	291.428	214.401	171.214	165.389	145.702	242.134	85.9033	186.058	155.932	335.805	276.081	415.062	264.454	277.374	266.11	265.125	269.728	432.481	0	317.94	0	0	68.5372	0	0	58.6152	273.763	254.126	296.932	272.867	242.518	244.276	257.321	432.659	477.373	262.925	288.036	318.153	224.299	214.492	302.111	165.187
PWY-7254: TCA cycle VII (acetate-producers)	0	0	0	16.1993	15.4378	17.0723	19.3319	19.3087	19.4875	15.9139	61.1013	0	0	0	0	0	0	0	0	0	0	17.4712	46.7897	34.6441	20.8989	26.8529	16.308	39.7962	14.5021	24.1684	0	0	0	11.7803	0	0	0	22.3234	11.5213	33.564	11.067	24.1702	19.8393	18.1284	35.4064	1.68728	0	21.7915	0	0	0	0	0	0	23.0087	20.9121	21.0864	22.736	18.0499	12.8855	19.5511	0	5.85435	0	0	0	0	0	7.39461	0
PWY-7268: cytosolic NADPH production (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26562	0.924311	2.4135	1.37559	0.799995	1.5384	2.67188	0	0	0	0	0	0	0	0	0
PWY-7269: mitochondrial NADPH production (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68329	1.17247	2.09967	2.13692	1.51067	2.6785	3.26011	0	0	0	0	0	0	0	0	0
